,Date,Open,Symbol
5483,2021-09-03 04:00:00+00:00,175.77093200207204,A
4012,2021-09-03 04:00:00+00:00,19.68000030517578,AAL
4975,2021-09-03 04:00:00+00:00,188.64277102484968,AAP
10269,2021-09-03 04:00:00+00:00,152.20673377301355,AAPL
2184,2021-09-03 04:00:00+00:00,103.77868087536504,ABBV
6652,2021-09-03 04:00:00+00:00,122.27976329452412,ABC
10457,2021-09-03 04:00:00+00:00,125.18781741807187,ABT
6539,2021-09-03 04:00:00+00:00,39.54999923706055,ACGL
5064,2021-09-03 04:00:00+00:00,332.74172988533485,ACN
8837,2021-09-03 04:00:00+00:00,664.4299926757812,ADBE
10457,2021-09-03 04:00:00+00:00,157.40157892306496,ADI
10457,2021-09-03 04:00:00+00:00,58.115543073768215,ADM
10457,2021-09-03 04:00:00+00:00,196.62152807004944,ADP
9120,2021-09-03 04:00:00+00:00,286.70001220703125,ADSK
5957,2021-09-03 04:00:00+00:00,84.18263148593336,AEE
15022,2021-09-03 04:00:00+00:00,85.10736327097761,AEP
7606,2021-09-03 04:00:00+00:00,23.35205487396297,AES
10457,2021-09-03 04:00:00+00:00,53.51733514577432,AFL
12277,2021-09-03 04:00:00+00:00,52.58897513457834,AIG
4426,2021-09-03 04:00:00+00:00,164.74327637476884,AIZ
9379,2021-09-03 04:00:00+00:00,142.53931061050014,AJG
5497,2021-09-03 04:00:00+00:00,112.66999816894533,AKAM
6933,2021-09-03 04:00:00+00:00,240.210517087088,ALB
5182,2021-09-03 04:00:00+00:00,729.8699951171875,ALGN
10457,2021-09-03 04:00:00+00:00,57.63999938964844,ALK
7116,2021-09-03 04:00:00+00:00,127.59217834472656,ALL
1962,2021-09-03 04:00:00+00:00,143.57911366220188,ALLE
10457,2021-09-03 04:00:00+00:00,131.7477980005508,AMAT
2342,2021-09-03 04:00:00+00:00,11.761370747024056,AMCR
10457,2021-09-03 04:00:00+00:00,108.8499984741211,AMD
9359,2021-09-03 04:00:00+00:00,133.79110410294592,AME
9634,2021-09-03 04:00:00+00:00,213.1175033548438,AMGN
4020,2021-09-03 04:00:00+00:00,265.19981769140963,AMP
5919,2021-09-03 04:00:00+00:00,285.10422229170064,AMT
6117,2021-09-03 04:00:00+00:00,172.60000610351562,AMZN
1825,2021-09-03 04:00:00+00:00,90.59249877929688,ANET
6345,2021-09-03 04:00:00+00:00,366.0799865722656,ANSS
10404,2021-09-03 04:00:00+00:00,286.4660630490626,AON
9561,2021-09-03 04:00:00+00:00,71.2053197488382,AOS
10669,2021-09-03 04:00:00+00:00,19.223318965759976,APA
10457,2021-09-03 04:00:00+00:00,258.73958006047803,APD
7511,2021-09-03 04:00:00+00:00,75.06261163846166,APH
2464,2021-09-03 04:00:00+00:00,150.75999450683594,APTV
6109,2021-09-03 04:00:00+00:00,197.61375132064717,ARE
9500,2021-09-03 04:00:00+00:00,93.70429001329944,ATO
7016,2021-09-03 04:00:00+00:00,80.73013127069294,ATVI
6920,2021-09-03 04:00:00+00:00,219.63273908767505,AVB
3041,2021-09-03 04:00:00+00:00,470.54387474687536,AVGO
12243,2021-09-03 04:00:00+00:00,220.604530421034,AVY
3366,2021-09-03 04:00:00+00:00,180.64026545161565,AWK
5085,2021-09-03 04:00:00+00:00,182.0,AXON
12423,2021-09-03 04:00:00+00:00,157.1691927162033,AXP
7666,2021-09-03 04:00:00+00:00,1516.3800048828125,AZO
15022,2021-09-03 04:00:00+00:00,219.4499969482422,BA
12243,2021-09-03 04:00:00+00:00,39.323727397202575,BAC
12243,2021-09-03 04:00:00+00:00,95.60826883501556,BALL
10049,2021-09-03 04:00:00+00:00,78.23446892271305,BAX
9941,2021-09-03 04:00:00+00:00,63.344738996822144,BBWI
9170,2021-09-03 04:00:00+00:00,106.5555018165706,BBY
12243,2021-09-03 04:00:00+00:00,242.39025312619293,BDX
9566,2021-09-03 04:00:00+00:00,30.14736115932465,BEN
10457,2021-09-03 04:00:00+00:00,68.18968725589659,BF-B
5054,2021-09-03 04:00:00+00:00,74.05509240867843,BG
7549,2021-09-03 04:00:00+00:00,336.79998779296875,BIIB
10470,2021-09-03 04:00:00+00:00,822.72998046875,BIO
12193,2021-09-03 04:00:00+00:00,51.57894854799191,BK
5645,2021-09-03 04:00:00+00:00,2284.280029296875,BKNG
8674,2021-09-03 04:00:00+00:00,22.260986043827323,BKR
5517,2021-09-03 04:00:00+00:00,901.1182659986184,BLK
12423,2021-09-03 04:00:00+00:00,62.4534011904477,BMY
3640,2021-09-03 04:00:00+00:00,164.78321786098303,BR
6374,2021-09-03 04:00:00+00:00,284.29998779296875,BRK-B
10228,2021-09-03 04:00:00+00:00,57.7788932043506,BRO
7379,2021-09-03 04:00:00+00:00,45.0,BSX
7066,2021-09-03 04:00:00+00:00,42.29267548443869,BWA
6094,2021-09-03 04:00:00+00:00,105.45859195438192,BXP
11266,2021-09-03 04:00:00+00:00,66.95514859603954,C
10457,2021-09-03 04:00:00+00:00,31.422887802124023,CAG
9601,2021-09-03 04:00:00+00:00,50.58199316346472,CAH
369,2021-09-03 04:00:00+00:00,56.1878968934032,CARR
15022,2021-09-03 04:00:00+00:00,203.0915084016176,CAT
7164,2021-09-03 04:00:00+00:00,176.4635771903319,CB
2826,2021-09-03 04:00:00+00:00,127.98999786376952,CBOE
4339,2021-09-03 04:00:00+00:00,97.7300033569336,CBRE
5800,2021-09-03 04:00:00+00:00,182.8494706025971,CCI
8598,2021-09-03 04:00:00+00:00,23.920000076293945,CCL
846,2021-09-03 04:00:00+00:00,113.63999938964844,CDAY
8629,2021-09-03 04:00:00+00:00,165.0,CDNS
2062,2021-09-03 04:00:00+00:00,198.18831401525836,CDW
4184,2021-09-03 04:00:00+00:00,150.07395024826894,CE
4044,2021-09-03 04:00:00+00:00,44.69825861096759,CF
1749,2021-09-03 04:00:00+00:00,40.59647020178531,CFG
10457,2021-09-03 04:00:00+00:00,82.39382386238071,CHD
