,Date,Open,Symbol
5335,2021-02-03 05:00:00+00:00,121.83416166758636,A
3864,2021-02-03 05:00:00+00:00,16.610000610351562,AAL
4827,2021-02-03 05:00:00+00:00,145.59192885226548,AAP
10121,2021-02-03 05:00:00+00:00,133.7601005266309,AAPL
2036,2021-02-03 05:00:00+00:00,96.8595882183134,ABBV
6504,2021-02-03 05:00:00+00:00,101.70533371258,ABC
10309,2021-02-03 05:00:00+00:00,115.33726751010796,ABT
6391,2021-02-03 05:00:00+00:00,33.099998474121094,ACGL
4916,2021-02-03 05:00:00+00:00,240.75257090777583,ACN
8689,2021-02-03 05:00:00+00:00,487.0899963378906,ADBE
10309,2021-02-03 05:00:00+00:00,145.35363633854,ADI
10309,2021-02-03 05:00:00+00:00,48.30428820049413,ADM
10309,2021-02-03 05:00:00+00:00,159.06312840391314,ADP
8972,2021-02-03 05:00:00+00:00,294.45001220703125,ADSK
5809,2021-02-03 05:00:00+00:00,67.99917768179634,AEE
14874,2021-02-03 05:00:00+00:00,75.23988546730975,AEP
7458,2021-02-03 05:00:00+00:00,24.326070094560524,AES
10309,2021-02-03 05:00:00+00:00,43.21665269579148,AFL
12129,2021-02-03 05:00:00+00:00,36.27353264425309,AIG
4278,2021-02-03 05:00:00+00:00,127.45669289422528,AIZ
9231,2021-02-03 05:00:00+00:00,113.86829026840984,AJG
5349,2021-02-03 05:00:00+00:00,113.0,AKAM
6785,2021-02-03 05:00:00+00:00,163.49054540460486,ALB
5034,2021-02-03 05:00:00+00:00,557.489990234375,ALGN
10309,2021-02-03 05:00:00+00:00,51.25,ALK
6968,2021-02-03 05:00:00+00:00,102.673733175619,ALL
1814,2021-02-03 05:00:00+00:00,107.08642581748784,ALLE
10309,2021-02-03 05:00:00+00:00,102.12901974919184,AMAT
2194,2021-02-03 05:00:00+00:00,10.134973563950613,AMCR
10309,2021-02-03 05:00:00+00:00,88.5999984741211,AMD
9211,2021-02-03 05:00:00+00:00,114.26999798536116,AME
9486,2021-02-03 05:00:00+00:00,213.81328041978807,AMGN
3872,2021-02-03 05:00:00+00:00,195.86936539153643,AMP
5771,2021-02-03 05:00:00+00:00,220.84899682213103,AMT
5969,2021-02-03 05:00:00+00:00,171.25050354003906,AMZN
1677,2021-02-03 05:00:00+00:00,79.3125,ANET
6197,2021-02-03 05:00:00+00:00,376.6700134277344,ANSS
10256,2021-02-03 05:00:00+00:00,206.01430696353677,AON
9413,2021-02-03 05:00:00+00:00,54.99194368408285,AOS
10521,2021-02-03 05:00:00+00:00,15.338045137169864,APA
10309,2021-02-03 05:00:00+00:00,260.7032978986921,APD
